Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Soho,40.72218384131794,-74.0006566695976,Lure Fishbar,40.724703,-73.9983278,Seafood Restaurant
Soho,40.72218384131794,-74.0006566695976,Happy Bones,40.7206477431811,-73.9971250494221,Coffee Shop
Soho,40.72218384131794,-74.0006566695976,Museum of Chinese in America (MOCA),40.71936148321417,-73.99908632040024,History Museum
Soho,40.72218384131794,-74.0006566695976,Ruby's Café,40.722292,-73.996248,Australian Restaurant
Soho,40.72218384131794,-74.0006566695976,Taïm Falafel and Smoothie Bar,40.721936090419106,-73.99627935019758,Falafel Restaurant
Soho,40.72218384131794,-74.0006566695976,Equinox SoHo,40.72397271279325,-73.9970421147778,Gym
Soho,40.72218384131794,-74.0006566695976,HigherDose,40.71918544845639,-74.00015264938024,Spa
Soho,40.72218384131794,-74.0006566695976,Calexico Cart,40.725524383706976,-74.00007900359161,Food Truck
Soho,40.72218384131794,-74.0006566695976,Boba Guys,40.71883010400869,-74.00101423823209,Bubble Tea Shop
West Village,40.73443393572435,-74.00617998126813,L'Artusi,40.733887817554255,-74.00511448337453,Italian Restaurant
West Village,40.73443393572435,-74.00617998126813,Decoy,40.734181587313365,-74.00646239519119,Chinese Restaurant
West Village,40.73443393572435,-74.00617998126813,I Sodi,40.733347779050895,-74.00494719308303,Italian Restaurant
West Village,40.73443393572435,-74.00617998126813,Employees Only,40.7334216177383,-74.00622759147551,Speakeasy
West Village,40.73443393572435,-74.00617998126813,Goorin Bros. Hat Shop - West Village,40.73360879617734,-74.00441099976986,Accessories Store
West Village,40.73443393572435,-74.00617998126813,The ELK,40.7341571981377,-74.00744944810867,Coffee Shop
West Village,40.73443393572435,-74.00617998126813,Upright Brew House,40.734984297007806,-74.00614324770322,Gastropub
West Village,40.73443393572435,-74.00617998126813,Mémé Mediterranean,40.73635,-74.00588,Mediterranean Restaurant
West Village,40.73443393572435,-74.00617998126813,Jo Malone London,40.733491361318045,-74.00432077905795,Cosmetics Shop
West Village,40.73443393572435,-74.00617998126813,RedFarm,40.7341944046942,-74.00626846361915,Chinese Restaurant
West Village,40.73443393572435,-74.00617998126813,The Meadow - Manhattan,40.733959545434345,-74.0062690796314,Gourmet Shop
West Village,40.73443393572435,-74.00617998126813,Westville West,40.73405465754775,-74.00427852255717,American Restaurant
West Village,40.73443393572435,-74.00617998126813,SOCKERBIT sweet & swedish,40.733447051985785,-74.00400457341316,Candy Store
West Village,40.73443393572435,-74.00617998126813,James Perse,40.734472103518485,-74.00463222273412,Boutique
West Village,40.73443393572435,-74.00617998126813,McNulty's Tea & Coffee Co,40.733294099833444,-74.00520280831209,Gourmet Shop
West Village,40.73443393572435,-74.00617998126813,The Spotted Pig,40.73566739355822,-74.00681497618615,Gastropub
West Village,40.73443393572435,-74.00617998126813,CAP Beauty,40.73385696783373,-74.00561622813275,Cosmetics Shop
West Village,40.73443393572435,-74.00617998126813,Aēsop,40.73359786967251,-74.00440708436697,Cosmetics Shop
West Village,40.73443393572435,-74.00617998126813,Magnolia Bakery,40.735885560699764,-74.00514884838778,Bakery
West Village,40.73443393572435,-74.00617998126813,Oslo Coffee Roasters,40.733862641620995,-74.0055236533668,Coffee Shop
West Village,40.73443393572435,-74.00617998126813,Aria Wine Bar,40.7351272,-74.0067308,Wine Bar
West Village,40.73443393572435,-74.00617998126813,Sweet Corner Bakeshop,40.73442929959942,-74.00620482734881,Bakery
West Village,40.73443393572435,-74.00617998126813,Uncle Funkys Boards,40.73420608858602,-74.00725520439772,Board Shop
West Village,40.73443393572435,-74.00617998126813,Buvette,40.732782202032624,-74.00427521034509,French Restaurant
West Village,40.73443393572435,-74.00617998126813,Orient Express,40.73567134036962,-74.00737692416054,Cocktail Bar
West Village,40.73443393572435,-74.00617998126813,Katana Kitten,40.734236066848545,-74.00626697043512,Cocktail Bar
West Village,40.73443393572435,-74.00617998126813,Bleecker Street Park,40.736110168327194,-74.00532576971798,Park
West Village,40.73443393572435,-74.00617998126813,Wallsé,40.73549475640124,-74.00825668820814,Austrian Restaurant
West Village,40.73443393572435,-74.00617998126813,The Little Owl,40.73244092098896,-74.0054235934664,American Restaurant
West Village,40.73443393572435,-74.00617998126813,Via Carota,40.73305214118735,-74.00357299198289,Italian Restaurant
West Village,40.73443393572435,-74.00617998126813,11th Street Cafe,40.7356474877685,-74.00756022712986,Breakfast Spot
West Village,40.73443393572435,-74.00617998126813,Garber Hardware,40.733973589411505,-74.00735287811784,Hardware Store
West Village,40.73443393572435,-74.00617998126813,Caudalie,40.73291592825322,-74.00386113014463,Cosmetics Shop
West Village,40.73443393572435,-74.00617998126813,Fairfax,40.73423876211176,-74.00298800466628,Café
West Village,40.73443393572435,-74.00617998126813,Health & Harmony,40.732009055896384,-74.00657296964181,Food & Drink Shop
West Village,40.73443393572435,-74.00617998126813,Smalls Jazz Club,40.734358,-74.002789,Jazz Club
West Village,40.73443393572435,-74.00617998126813,Scotch & Soda,40.733088973481365,-74.00391564534402,Men's Store
West Village,40.73443393572435,-74.00617998126813,Bleecker Playground,40.73646598207794,-74.00547854608396,Playground
West Village,40.73443393572435,-74.00617998126813,Fedora,40.734465303627914,-74.0030021994743,New American Restaurant
West Village,40.73443393572435,-74.00617998126813,Whittemore House,40.73286622815428,-74.00410787281443,Salon / Barbershop
West Village,40.73443393572435,-74.00617998126813,The Garden at St. Luke in the Fields,40.731779943709725,-74.00666673502485,Garden
West Village,40.73443393572435,-74.00617998126813,The Otheroom,40.73487252715654,-74.00806397722079,Wine Bar
West Village,40.73443393572435,-74.00617998126813,HB Studio,40.73627549052356,-74.00759406399125,Performing Arts Venue
West Village,40.73443393572435,-74.00617998126813,Jeju Noodle Bar,40.73294539559912,-74.0073655954149,Korean Restaurant
West Village,40.73443393572435,-74.00617998126813,Malatesta Trattoria,40.73280815951983,-74.00852213960592,Italian Restaurant
West Village,40.73443393572435,-74.00617998126813,Peloton Tread,40.73239445636586,-74.00768791828088,Gym / Fitness Center
West Village,40.73443393572435,-74.00617998126813,Sant Ambroeus West Village,40.73547913052668,-74.00334772613444,Italian Restaurant
West Village,40.73443393572435,-74.00617998126813,Empellón Taqueria,40.7341333,-74.00314689999999,Taco Place
West Village,40.73443393572435,-74.00617998126813,Marie's Crisis Cafe,40.733221,-74.003378,Piano Bar
West Village,40.73443393572435,-74.00617998126813,Refine Method,40.73496122634544,-74.00756833990988,Gym
West Village,40.73443393572435,-74.00617998126813,Bar Sardine,40.7343340194585,-74.00282531976698,Gastropub
West Village,40.73443393572435,-74.00617998126813,Chumley's,40.7320556915209,-74.00519210435046,Speakeasy
West Village,40.73443393572435,-74.00617998126813,Hotoveli,40.735670630730304,-74.00341902885579,Clothing Store
West Village,40.73443393572435,-74.00617998126813,Fat Cat,40.73366485904617,-74.00294995195692,Jazz Club
West Village,40.73443393572435,-74.00617998126813,Mary's Fish Camp,40.734792414478335,-74.00312125130755,Seafood Restaurant
West Village,40.73443393572435,-74.00617998126813,Hakata Tonton,40.73310164800754,-74.00316738402563,Japanese Restaurant
West Village,40.73443393572435,-74.00617998126813,Hudson River Park Run,40.73441328403598,-74.01000022888184,Park
West Village,40.73443393572435,-74.00617998126813,Big Gay Ice Cream Shop,40.733210542604546,-74.0030594673938,Ice Cream Shop
West Village,40.73443393572435,-74.00617998126813,Malaparte,40.736859,-74.008093,Italian Restaurant
West Village,40.73443393572435,-74.00617998126813,Takashi,40.731493,-74.006497,Japanese Restaurant
West Village,40.73443393572435,-74.00617998126813,Turks & Frogs,40.735689389502845,-74.00732921958111,Wine Bar
West Village,40.73443393572435,-74.00617998126813,Sushi Nakazawa,40.731718822422486,-74.00439963665025,Sushi Restaurant
West Village,40.73443393572435,-74.00617998126813,Injera,40.73722010239397,-74.00536815153951,Ethiopian Restaurant
West Village,40.73443393572435,-74.00617998126813,New Ohio Theatre,40.73268399952803,-74.00823612637566,Theater
West Village,40.73443393572435,-74.00617998126813,Perry St,40.734453230733486,-74.0099817730103,New American Restaurant
West Village,40.73443393572435,-74.00617998126813,Bobo,40.734379,-74.002545,French Restaurant
West Village,40.73443393572435,-74.00617998126813,Left Bank,40.73516862229292,-74.00693747867413,New American Restaurant
West Village,40.73443393572435,-74.00617998126813,Gaetana's Cucina Italiana,40.73286359677627,-74.00754392438093,Italian Restaurant
West Village,40.73443393572435,-74.00617998126813,Stephen Weiss Studio,40.73418272255223,-74.00708109917944,Art Gallery
West Village,40.73443393572435,-74.00617998126813,té (Té Company),40.734537261775436,-74.00182753801346,Tea Room
West Village,40.73443393572435,-74.00617998126813,Partners Coffee Roasters,40.73491348804492,-74.00205073261284,Coffee Shop
West Village,40.73443393572435,-74.00617998126813,Brooklyn Fare,40.73206320000001,-74.0079593,Supermarket
West Village,40.73443393572435,-74.00617998126813,Mezzrow,40.73447,-74.0019,Jazz Club
West Village,40.73443393572435,-74.00617998126813,Dominique Ansel Kitchen,40.73482284737843,-74.0020456021696,Bakery
West Village,40.73443393572435,-74.00617998126813,Hudson River Park,40.733486648634525,-74.01050581951031,Park
West Village,40.73443393572435,-74.00617998126813,Taco Mahal,40.73240508476288,-74.00350113625272,Indian Restaurant
West Village,40.73443393572435,-74.00617998126813,Joseph Leonard,40.733681436202154,-74.00176726868112,New American Restaurant
West Village,40.73443393572435,-74.00617998126813,Abingdon Square Park,40.73738578107579,-74.005263193582,Park
West Village,40.73443393572435,-74.00617998126813,Casa,40.731505,-74.004863,Brazilian Restaurant
West Village,40.73443393572435,-74.00617998126813,Bleecker Street Pizza,40.73226793926731,-74.00358913751454,Pizza Place
West Village,40.73443393572435,-74.00617998126813,Stonewall Inn,40.73367611390823,-74.0021494330631,Gay Bar
West Village,40.73443393572435,-74.00617998126813,Hudson Clearwater,40.7310779928982,-74.00690764188766,New American Restaurant
West Village,40.73443393572435,-74.00617998126813,55 Bar,40.73377916477214,-74.0022486448288,Jazz Club
West Village,40.73443393572435,-74.00617998126813,Kish-Kash,40.73133363431623,-74.00670581692754,Moroccan Restaurant
West Village,40.73443393572435,-74.00617998126813,Entwine,40.737355,-74.008061,Wine Bar
West Village,40.73443393572435,-74.00617998126813,Savor Spa / Om Aroma & Co.,40.7356289929649,-74.00749345307065,Cosmetics Shop
West Village,40.73443393572435,-74.00617998126813,Taïm,40.735970102491926,-74.00194019079207,Falafel Restaurant
West Village,40.73443393572435,-74.00617998126813,Three Lives & Company,40.73442736120523,-74.00139223025236,Bookstore
West Village,40.73443393572435,-74.00617998126813,Casa Magazines,40.73765852862972,-74.00449809064247,Newsstand
West Village,40.73443393572435,-74.00617998126813,The Blind Tiger,40.73182351997359,-74.003316833029,Beer Bar
West Village,40.73443393572435,-74.00617998126813,John's of Bleecker Street,40.73173166751651,-74.0032673491852,Pizza Place
West Village,40.73443393572435,-74.00617998126813,Van Leeuwen Artisan Ice Cream,40.734465261260404,-74.00129049300861,Ice Cream Shop
West Village,40.73443393572435,-74.00617998126813,Cafe Cluny,40.737538259108504,-74.0038972751964,American Restaurant
West Village,40.73443393572435,-74.00617998126813,Amber,40.73295838510926,-74.00685950040614,Sushi Restaurant
West Village,40.73443393572435,-74.00617998126813,Jeffrey's Grocery,40.733919,-74.001346,American Restaurant
West Village,40.73443393572435,-74.00617998126813,The Archive Roofdeck,40.732316863854955,-74.00818517758691,Scenic Lookout
West Village,40.73443393572435,-74.00617998126813,Hudson River Greenway Running Path,40.73255155774,-74.01057958602905,Trail
West Village,40.73443393572435,-74.00617998126813,Highlands,40.734801,-74.001392,Whisky Bar
West Village,40.73443393572435,-74.00617998126813,Jones Street Wine,40.7319881476799,-74.00276194002483,Wine Shop
West Village,40.73443393572435,-74.00617998126813,Bosie Tea Parlor,40.731351417971574,-74.00374628460686,Tea Room
Manhattan Valley,40.797307041702865,-73.96428617740655,Saiguette,40.79920874028028,-73.96277971431024,Vietnamese Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Bob's Your Uncle,40.7988711470043,-73.96302240830396,Bar
Manhattan Valley,40.797307041702865,-73.96428617740655,HI New York Hostel,40.798790078767915,-73.96659780899435,Hostel
Manhattan Valley,40.797307041702865,-73.96428617740655,Osteria 106,40.79882481969301,-73.96179298262278,Italian Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Chirping Chicken,40.799370767064154,-73.96293747081535,Fried Chicken Joint
Manhattan Valley,40.797307041702865,-73.96428617740655,Starbucks,40.79536902,-73.96558901,Coffee Shop
Manhattan Valley,40.797307041702865,-73.96428617740655,Gourmet Deli,40.79920173065755,-73.96291174986665,Deli / Bodega
Manhattan Valley,40.797307041702865,-73.96428617740655,Whole Foods Wine Store,40.794285332292894,-73.96655816729033,Wine Shop
Manhattan Valley,40.797307041702865,-73.96428617740655,Yoga To The People,40.79958793827724,-73.96819700736744,Yoga Studio
Manhattan Valley,40.797307041702865,-73.96428617740655,Mokja,40.797706635429854,-73.9677888515501,Korean Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Chipotle Mexican Grill,40.79502134088973,-73.9656127136355,Mexican Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Whole Foods Market,40.79410991232108,-73.96663311005508,Grocery Store
Manhattan Valley,40.797307041702865,-73.96428617740655,Central Park - Strangers' Gate,40.79823664125415,-73.95989861532688,Park
Manhattan Valley,40.797307041702865,-73.96428617740655,Michaels,40.79491776675261,-73.96603177889854,Arts & Crafts Store
Manhattan Valley,40.797307041702865,-73.96428617740655,Innovation Bike Shop,40.79942749355557,-73.96324524102491,Bike Shop
Manhattan Valley,40.797307041702865,-73.96428617740655,Makana Hawaiian & Japanese BBQ,40.80028447955402,-73.96538903697369,Hawaiian Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Broadway Dive,40.79797575759824,-73.96931697223722,Bar
Manhattan Valley,40.797307041702865,-73.96428617740655,Felo Deli,40.795027772541935,-73.96418048446036,Deli / Bodega
Manhattan Valley,40.797307041702865,-73.96428617740655,SEPHORA,40.79478019876236,-73.96639884540366,Cosmetics Shop
Manhattan Valley,40.797307041702865,-73.96428617740655,Xi'an Famous Foods,40.798353,-73.969378,Chinese Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Awash,40.800761963974026,-73.96549522810935,Ethiopian Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Silver Moon Bakery,40.80047662802329,-73.96799885744083,Bakery
Manhattan Valley,40.797307041702865,-73.96428617740655,Thai Market,40.801270037747216,-73.96514080681696,Thai Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Ben & Jerry's 104th & Broadway,40.7997286,-73.9678537,Ice Cream Shop
Manhattan Valley,40.797307041702865,-73.96428617740655,HomeGoods,40.79452332101835,-73.96589813670397,Furniture / Home Store
Manhattan Valley,40.797307041702865,-73.96428617740655,Plowshares Coffee Bloomingdale,40.80019097153275,-73.96806622850414,Coffee Shop
Manhattan Valley,40.797307041702865,-73.96428617740655,Mama's Too,40.80078,-73.967626,Pizza Place
Manhattan Valley,40.797307041702865,-73.96428617740655,Long Teng Body Work,40.80064761723893,-73.96555600037206,Spa
Manhattan Valley,40.797307041702865,-73.96428617740655,Shiny Tea,40.79819637490187,-73.96927420740536,Bubble Tea Shop
Manhattan Valley,40.797307041702865,-73.96428617740655,Park West Cafe & Deli,40.79930022471749,-73.95911015590113,Café
Manhattan Valley,40.797307041702865,-73.96428617740655,Buchetta Brick Oven Pizza,40.79863082188752,-73.96751094579628,Pizza Place
Manhattan Valley,40.797307041702865,-73.96428617740655,Sal & Carmine's Pizza,40.79834700975136,-73.96913445406284,Pizza Place
Manhattan Valley,40.797307041702865,-73.96428617740655,Urban Outfitters,40.796925218923946,-73.970162482306,Clothing Store
Manhattan Valley,40.797307041702865,-73.96428617740655,La Toulousaine,40.80079840503486,-73.96550850238891,Café
Manhattan Valley,40.797307041702865,-73.96428617740655,Freda's Caribbean & Soul Cuisine,40.801077183209756,-73.96155227099436,Caribbean Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Doaba Deli,40.799513471286254,-73.96266286944638,Indian Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Jerusalem Restaurant,40.799651490277114,-73.9682578733501,Falafel Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Starbucks,40.79888,-73.96837,Coffee Shop
Manhattan Valley,40.797307041702865,-73.96428617740655,Life in Motion: Yoga Cycling Barre,40.80051468505158,-73.96791041268004,Yoga Studio
Manhattan Valley,40.797307041702865,-73.96428617740655,The Nutbox,40.79991994989125,-73.96808130670608,Health Food Store
Manhattan Valley,40.797307041702865,-73.96428617740655,Yakitori Sun-Chan,40.799469816088546,-73.96868884563446,Japanese Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Tarr Family Playground,40.793705598390616,-73.96243213777245,Playground
Manhattan Valley,40.797307041702865,-73.96428617740655,Taqueria Y Fonda,40.801453164759316,-73.96500263534533,Mexican Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Szechuan Garden,40.80042325069722,-73.96780739712604,Szechuan Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Koko Wings,40.80112343072583,-73.96741442640442,Wings Joint
Manhattan Valley,40.797307041702865,-73.96428617740655,Central Park Great Hill Dog Run,40.797066566222234,-73.9590318983472,Dog Run
Manhattan Valley,40.797307041702865,-73.96428617740655,Manhattan Valley,40.79710105362881,-73.96994256767292,Indian Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Tropical Sensation,40.80093005773182,-73.96526487480143,Latin American Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Spice,40.8016900821996,-73.96476016158024,Thai Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Flor De Mayo,40.79781835926693,-73.96980449551504,Peruvian Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,The Ellington,40.800527174176416,-73.96578702312011,Gastropub
Manhattan Valley,40.797307041702865,-73.96428617740655,Malaysia Grill,40.7994,-73.96766,Malay Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Suma Sushi,40.801334215512334,-73.96506123635918,Sushi Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Schatzie Prime Meat,40.79815904683432,-73.96930538618801,American Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Cool Fresh Juice Bar,40.79805159088816,-73.96932131232816,Juice Bar
Manhattan Valley,40.797307041702865,-73.96428617740655,Aangan,40.79920639551372,-73.96848764882282,Indian Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,Cafe du Soleil,40.800010128233424,-73.968094337515,French Restaurant
Manhattan Valley,40.797307041702865,-73.96428617740655,BeFitNYC,40.79989133828773,-73.96758521097564,Gym / Fitness Center
Manhattan Valley,40.797307041702865,-73.96428617740655,Ollie's Noodle Shop & Grille,40.79937866374148,-73.96849305012344,Szechuan Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Alma Mater Statue,40.80772569502726,-73.96225166494271,Outdoor Sculpture
Morningside Heights,40.807999738165826,-73.96389627905332,Book Culture,40.80662936114509,-73.96493964169838,Bookstore
Morningside Heights,40.807999738165826,-73.96389627905332,Columbia Greenmarket,40.807194984372074,-73.96433545649353,Farmers Market
Morningside Heights,40.807999738165826,-73.96389627905332,Shake Shack,40.8079332191406,-73.96401291782416,Burger Joint
Morningside Heights,40.807999738165826,-73.96389627905332,Riverside Park @ 115th St.,40.80664047899827,-73.96651381236042,Park
Morningside Heights,40.807999738165826,-73.96389627905332,Arts and Crafts Beer Parlor,40.80668909474611,-73.96109446857793,Pub
Morningside Heights,40.807999738165826,-73.96389627905332,sweetgreen,40.8072844,-73.9647533,Salad Place
Morningside Heights,40.807999738165826,-73.96389627905332,Häagen-Dazs,40.80629288415964,-73.96513742981416,Ice Cream Shop
Morningside Heights,40.807999738165826,-73.96389627905332,Nous Espresso Bar -  Graduate Student Center,40.807532679241426,-73.96087936080511,Café
Morningside Heights,40.807999738165826,-73.96389627905332,Community Food & Juice,40.805822748265,-73.96548276458269,American Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Book Culture,40.805104240680436,-73.96497962203306,Bookstore
Morningside Heights,40.807999738165826,-73.96389627905332,Joe Coffee Company,40.810042435503476,-73.96202015828379,Coffee Shop
Morningside Heights,40.807999738165826,-73.96389627905332,Milano Market,40.805847954124296,-73.96542446431012,Sandwich Place
Morningside Heights,40.807999738165826,-73.96389627905332,Dig Inn,40.80557840209915,-73.96565378924367,American Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Riverside Park,40.806809433439135,-73.96865129470825,Park
Morningside Heights,40.807999738165826,-73.96389627905332,Bank Street Bookstore,40.80542206898943,-73.96591263261523,Bookstore
Morningside Heights,40.807999738165826,-73.96389627905332,Le Pain Quitodien a la Cart,40.80757259061254,-73.96414030650548,Food Truck
Morningside Heights,40.807999738165826,-73.96389627905332,Friedman's,40.808331518245794,-73.95994259206438,American Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Jan's Express,40.81039029230897,-73.96162055804018,Food Truck
Morningside Heights,40.807999738165826,-73.96389627905332,Hex & Company,40.80526579539952,-73.96620274574032,Coffee Shop
Morningside Heights,40.807999738165826,-73.96389627905332,Symposium,40.8056095347288,-73.9642415941854,Greek Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Shaking Crab,40.80514466090976,-73.96603682623764,Seafood Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Morningside Park,40.806144282339694,-73.95879685878754,Park
Morningside Heights,40.807999738165826,-73.96389627905332,Riverside Park 119th Street Tennis Courts,40.81135834077416,-73.96574779783305,Tennis Court
Morningside Heights,40.807999738165826,-73.96389627905332,Tennis Courts,40.81132429029935,-73.96572351120953,Tennis Court
Morningside Heights,40.807999738165826,-73.96389627905332,Samad's Gourmet,40.805138975346054,-73.96602347805818,Deli / Bodega
Morningside Heights,40.807999738165826,-73.96389627905332,The Hungarian Pastry Shop,40.803561933892944,-73.96347501357707,Coffee Shop
Morningside Heights,40.807999738165826,-73.96389627905332,Hartley Pharmacy,40.809271543815115,-73.95923134773798,Pharmacy
Morningside Heights,40.807999738165826,-73.96389627905332,Westside Market,40.8042546041038,-73.96659969137721,Grocery Store
Morningside Heights,40.807999738165826,-73.96389627905332,Mel's Burger Bar,40.80454679733712,-73.96632597507246,Burger Joint
Morningside Heights,40.807999738165826,-73.96389627905332,Pinkberry,40.805315,-73.966196,Frozen Yogurt Shop
Morningside Heights,40.807999738165826,-73.96389627905332,Koronet Pizza,40.80450924137849,-73.9664393672695,Pizza Place
Morningside Heights,40.807999738165826,-73.96389627905332,Flat Top,40.81009651809897,-73.95864416497653,New American Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,SubsConscious,40.80913324660189,-73.9593534737463,Deli / Bodega
Morningside Heights,40.807999738165826,-73.96389627905332,Grace Dodge Cafe,40.81021974726761,-73.95944117402486,College Cafeteria
Morningside Heights,40.807999738165826,-73.96389627905332,Massawa,40.80990900759862,-73.95880629802144,Ethiopian Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Ajanta Indian Restaurant,40.80990543935106,-73.95882387776453,Indian Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Apple Tree Supermarket,40.80951618641807,-73.95909259548225,Supermarket
Morningside Heights,40.807999738165826,-73.96389627905332,Elysian Fields Cafe,40.808862,-73.959361,Mediterranean Restaurant
Morningside Heights,40.807999738165826,-73.96389627905332,Flat Top Grille,40.810093,-73.958698,New American Restaurant
Gramercy,40.737209832715,-73.98137594833541,Malt & Mold,40.736677,-73.981472,Gourmet Shop
Gramercy,40.737209832715,-73.98137594833541,Reflections Center for Conscious Living & Yoga,40.73905027871491,-73.98148705717242,Yoga Studio
Gramercy,40.737209832715,-73.98137594833541,Citizens of Gramercy,40.73663660003647,-73.98176174141058,Coffee Shop
Gramercy,40.737209832715,-73.98137594833541,Craft + Carry,40.738359625993866,-73.98359951193653,Beer Bar
Gramercy,40.737209832715,-73.98137594833541,Tacos Morelos,40.73738121395685,-73.98275328147528,Food Truck
Gramercy,40.737209832715,-73.98137594833541,Augustus Saint-Gaudens Playground,40.735650061995706,-73.98229246065985,Playground
Gramercy,40.737209832715,-73.98137594833541,Think Coffee,40.738156312933405,-73.98374210961263,Coffee Shop
Gramercy,40.737209832715,-73.98137594833541,New York Comedy Club,40.73879331265986,-73.98086043088395,Comedy Club
Gramercy,40.737209832715,-73.98137594833541,Posto,40.7347365279656,-73.98304938438655,Pizza Place
Gramercy,40.737209832715,-73.98137594833541,Frank's Trattoria,40.7360311287152,-73.97915989751004,Pizza Place
Gramercy,40.737209832715,-73.98137594833541,Taqueria Gramercy,40.736217818653216,-73.98501093953391,Mexican Restaurant
Gramercy,40.737209832715,-73.98137594833541,Massage Envy - Gramercy NYC,40.737403,-73.9802453,Spa
Gramercy,40.737209832715,-73.98137594833541,Aloha Fine Wines & Spirits,40.73565166029979,-73.9826399779742,Liquor Store
Gramercy,40.737209832715,-73.98137594833541,Lunetta Pizza,40.73693382876102,-73.98448861419814,Pizza Place
Gramercy,40.737209832715,-73.98137594833541,Hane Sushi,40.73490193489146,-73.97984659715061,Sushi Restaurant
Gramercy,40.737209832715,-73.98137594833541,7-Eleven,40.73740086266478,-73.97907428649887,Convenience Store
Gramercy,40.737209832715,-73.98137594833541,Citi Bike Station,40.73911327779257,-73.97984509826475,Bike Rental / Bike Share
Gramercy,40.737209832715,-73.98137594833541,Molly's Shebeen,40.738364660508275,-73.9835132890077,Irish Pub
Gramercy,40.737209832715,-73.98137594833541,Maialino,40.7384419150589,-73.98561005041564,Italian Restaurant
Gramercy,40.737209832715,-73.98137594833541,Iris Nails,40.73756901466303,-73.98423432410459,Spa
Gramercy,40.737209832715,-73.98137594833541,City Opera Thrift Shop,40.73827449450281,-73.9820207919067,Thrift / Vintage Store
Gramercy,40.737209832715,-73.98137594833541,Housing Works Thrift Shop,40.739158,-73.983513,Thrift / Vintage Store
Gramercy,40.737209832715,-73.98137594833541,Ess-a-Bagel,40.7342776,-73.9800502,Bagel Shop
Gramercy,40.737209832715,-73.98137594833541,Salvation Army,40.7387419065971,-73.9827970531946,Thrift / Vintage Store
Gramercy,40.737209832715,-73.98137594833541,Freehand New York,40.73974003939308,-73.9846218065663,Hotel
Gramercy,40.737209832715,-73.98137594833541,Ampersand,40.73874210288535,-73.98336564589978,Cocktail Bar
Gramercy,40.737209832715,-73.98137594833541,Simon & The Whale,40.73960015220157,-73.98466422811654,Restaurant
Gramercy,40.737209832715,-73.98137594833541,Gramercy Park,40.7378764441416,-73.98590326309204,Park
Gramercy,40.737209832715,-73.98137594833541,Bluebell Cafe,40.73850713930332,-73.98342876562586,American Restaurant
Gramercy,40.737209832715,-73.98137594833541,Studio,40.73966059372064,-73.98459358827667,Restaurant
Gramercy,40.737209832715,-73.98137594833541,The George Washington Bar,40.74006606868948,-73.98444735352216,Cocktail Bar
Gramercy,40.737209832715,-73.98137594833541,Gramercy Park Hotel,40.73853317862742,-73.98565145559883,Hotel
Gramercy,40.737209832715,-73.98137594833541,Lucky Chicken,40.736375205636385,-73.97916732060398,Latin American Restaurant
Gramercy,40.737209832715,-73.98137594833541,Modern Pinball NYC,40.740976282459144,-73.98162561300603,Arcade
Gramercy,40.737209832715,-73.98137594833541,Tal Bagels,40.7354488442296,-73.9795862935837,Bagel Shop
Gramercy,40.737209832715,-73.98137594833541,Taproom No. 307,40.739079425457426,-73.98299280524773,Bar
Gramercy,40.737209832715,-73.98137594833541,Mi Noodle Bar,40.73767688073422,-73.98104327416587,Thai Restaurant
Gramercy,40.737209832715,-73.98137594833541,Gramercy Bagels,40.73707766694616,-73.98447543206545,Bagel Shop
